,date,apartment for rent,State
2839,2019-08-01,46,CT
2840,2019-09-01,47,CT
2841,2019-10-01,39,CT
2842,2019-11-01,43,CT
2843,2019-12-01,39,CT
2844,2020-01-01,51,CT
2845,2020-02-01,55,CT
2846,2020-03-01,38,CT
2847,2020-04-01,41,CT
2848,2020-05-01,54,CT
2849,2020-06-01,51,CT
2850,2020-07-01,57,CT
2851,2020-08-01,56,CT
2852,2020-09-01,49,CT
2853,2020-10-01,48,CT
2854,2020-11-01,36,CT
2855,2020-12-01,37,CT
2856,2004-01-01,100,VT
2857,2004-02-01,53,VT
2858,2004-03-01,0,VT
2859,2004-04-01,0,VT
2860,2004-05-01,0,VT
2861,2004-06-01,0,VT
2862,2004-07-01,0,VT
2863,2004-08-01,83,VT
2864,2004-09-01,0,VT
2865,2004-10-01,79,VT
2866,2004-11-01,0,VT
2867,2004-12-01,0,VT
2868,2005-01-01,58,VT
2869,2005-02-01,0,VT
2870,2005-03-01,35,VT
2871,2005-04-01,0,VT
2872,2005-05-01,0,VT
2873,2005-06-01,0,VT
2874,2005-07-01,26,VT
2875,2005-08-01,0,VT
2876,2005-09-01,56,VT
2877,2005-10-01,0,VT
2878,2005-11-01,32,VT
2879,2005-12-01,50,VT
2880,2006-01-01,17,VT
2881,2006-02-01,0,VT
2882,2006-03-01,0,VT
2883,2006-04-01,15,VT
2884,2006-05-01,25,VT
2885,2006-06-01,0,VT
2886,2006-07-01,0,VT
2887,2006-08-01,0,VT
2888,2006-09-01,0,VT
2889,2006-10-01,21,VT
2890,2006-11-01,0,VT
2891,2006-12-01,31,VT
2892,2007-01-01,0,VT
2893,2007-02-01,49,VT
2894,2007-03-01,0,VT
2895,2007-04-01,15,VT
2896,2007-05-01,0,VT
2897,2007-06-01,0,VT
2898,2007-07-01,0,VT
2899,2007-08-01,0,VT
2900,2007-09-01,15,VT
2901,2007-10-01,0,VT
2902,2007-11-01,0,VT
2903,2007-12-01,0,VT
2904,2008-01-01,0,VT
2905,2008-02-01,0,VT
2906,2008-03-01,0,VT
2907,2008-04-01,0,VT
2908,2008-05-01,0,VT
2909,2008-06-01,0,VT
2910,2008-07-01,0,VT
2911,2008-08-01,0,VT
2912,2008-09-01,0,VT
2913,2008-10-01,0,VT
2914,2008-11-01,0,VT
2915,2008-12-01,20,VT
2916,2009-01-01,20,VT
2917,2009-02-01,0,VT
2918,2009-03-01,38,VT
2919,2009-04-01,0,VT
2920,2009-05-01,0,VT
2921,2009-06-01,0,VT
2922,2009-07-01,16,VT
2923,2009-08-01,0,VT
2924,2009-09-01,0,VT
2925,2009-10-01,0,VT
2926,2009-11-01,6,VT
2927,2009-12-01,7,VT
2928,2010-01-01,6,VT
2929,2010-02-01,0,VT
2930,2010-03-01,5,VT
2931,2010-04-01,0,VT
2932,2010-05-01,29,VT
2933,2010-06-01,0,VT
2934,2010-07-01,5,VT
2935,2010-08-01,9,VT
2936,2010-09-01,0,VT
2937,2010-10-01,0,VT
2938,2010-11-01,0,VT
2939,2010-12-01,7,VT
2940,2011-01-01,0,VT
2941,2011-02-01,0,VT
2942,2011-03-01,12,VT
2943,2011-04-01,16,VT
2944,2011-05-01,7,VT
2945,2011-06-01,0,VT
2946,2011-07-01,9,VT
2947,2011-08-01,0,VT
2948,2011-09-01,15,VT
2949,2011-10-01,7,VT
2950,2011-11-01,0,VT
2951,2011-12-01,0,VT
2952,2012-01-01,11,VT
2953,2012-02-01,15,VT
2954,2012-03-01,6,VT
2955,2012-04-01,8,VT
2956,2012-05-01,0,VT
2957,2012-06-01,8,VT
2958,2012-07-01,16,VT
2959,2012-08-01,0,VT
2960,2012-09-01,6,VT
2961,2012-10-01,11,VT
2962,2012-11-01,5,VT
2963,2012-12-01,0,VT
2964,2013-01-01,9,VT
2965,2013-02-01,5,VT
2966,2013-03-01,5,VT
2967,2013-04-01,18,VT
2968,2013-05-01,9,VT
2969,2013-06-01,7,VT
2970,2013-07-01,13,VT
2971,2013-08-01,16,VT
2972,2013-09-01,0,VT
2973,2013-10-01,8,VT
2974,2013-11-01,9,VT
2975,2013-12-01,8,VT
2976,2014-01-01,0,VT
2977,2014-02-01,12,VT
2978,2014-03-01,10,VT
2979,2014-04-01,8,VT
2980,2014-05-01,8,VT
2981,2014-06-01,5,VT
2982,2014-07-01,13,VT
2983,2014-08-01,6,VT
2984,2014-09-01,9,VT
2985,2014-10-01,0,VT
2986,2014-11-01,13,VT
2987,2014-12-01,8,VT
2988,2015-01-01,13,VT
2989,2015-02-01,15,VT
2990,2015-03-01,16,VT
2991,2015-04-01,12,VT
2992,2015-05-01,12,VT
2993,2015-06-01,21,VT
2994,2015-07-01,10,VT
2995,2015-08-01,17,VT
2996,2015-09-01,7,VT
2997,2015-10-01,16,VT
2998,2015-11-01,6,VT
2999,2015-12-01,0,VT
3000,2016-01-01,18,VT
3001,2016-02-01,10,VT
3002,2016-03-01,7,VT
3003,2016-04-01,11,VT
3004,2016-05-01,7,VT
3005,2016-06-01,5,VT
3006,2016-07-01,0,VT
3007,2016-08-01,12,VT
3008,2016-09-01,9,VT
3009,2016-10-01,5,VT
3010,2016-11-01,8,VT
3011,2016-12-01,7,VT
3012,2017-01-01,0,VT
3013,2017-02-01,19,VT
3014,2017-03-01,6,VT
3015,2017-04-01,11,VT
3016,2017-05-01,0,VT
3017,2017-06-01,6,VT
3018,2017-07-01,7,VT
3019,2017-08-01,8,VT
3020,2017-09-01,6,VT
3021,2017-10-01,4,VT
3022,2017-11-01,0,VT
3023,2017-12-01,0,VT
3024,2018-01-01,5,VT
3025,2018-02-01,7,VT
3026,2018-03-01,13,VT
3027,2018-04-01,6,VT
3028,2018-05-01,11,VT
3029,2018-06-01,8,VT
3030,2018-07-01,0,VT
3031,2018-08-01,0,VT
3032,2018-09-01,3,VT
3033,2018-10-01,0,VT
3034,2018-11-01,9,VT
3035,2018-12-01,5,VT
3036,2019-01-01,17,VT
3037,2019-02-01,0,VT
3038,2019-03-01,11,VT
3039,2019-04-01,13,VT
3040,2019-05-01,8,VT
3041,2019-06-01,14,VT
3042,2019-07-01,4,VT
3043,2019-08-01,12,VT
3044,2019-09-01,7,VT
3045,2019-10-01,6,VT
3046,2019-11-01,6,VT
3047,2019-12-01,9,VT
3048,2020-01-01,8,VT
3049,2020-02-01,9,VT
3050,2020-03-01,5,VT
3051,2020-04-01,9,VT
3052,2020-05-01,11,VT
3053,2020-06-01,13,VT
3054,2020-07-01,12,VT
3055,2020-08-01,8,VT
3056,2020-09-01,5,VT
3057,2020-10-01,5,VT
3058,2020-11-01,8,VT
3059,2020-12-01,8,VT
3060,2004-01-01,68,MI
3061,2004-02-01,0,MI
3062,2004-03-01,0,MI
3063,2004-04-01,0,MI
3064,2004-05-01,39,MI
3065,2004-06-01,74,MI
3066,2004-07-01,0,MI
3067,2004-08-01,0,MI
3068,2004-09-01,0,MI
3069,2004-10-01,62,MI
3070,2004-11-01,0,MI
3071,2004-12-01,0,MI
3072,2005-01-01,14,MI
3073,2005-02-01,0,MI
3074,2005-03-01,27,MI
3075,2005-04-01,100,MI
3076,2005-05-01,47,MI
3077,2005-06-01,42,MI
3078,2005-07-01,20,MI
3079,2005-08-01,0,MI
3080,2005-09-01,0,MI
3081,2005-10-01,20,MI
3082,2005-11-01,23,MI
3083,2005-12-01,19,MI
3084,2006-01-01,26,MI
3085,2006-02-01,15,MI
3086,2006-03-01,24,MI
3087,2006-04-01,31,MI
3088,2006-05-01,11,MI
3089,2006-06-01,30,MI
3090,2006-07-01,43,MI
3091,2006-08-01,9,MI
3092,2006-09-01,14,MI
3093,2006-10-01,7,MI
3094,2006-11-01,20,MI
3095,2006-12-01,0,MI
3096,2007-01-01,27,MI
3097,2007-02-01,7,MI
3098,2007-03-01,18,MI
3099,2007-04-01,14,MI
3100,2007-05-01,14,MI
3101,2007-06-01,27,MI
3102,2007-07-01,24,MI
3103,2007-08-01,25,MI
3104,2007-09-01,20,MI
3105,2007-10-01,13,MI
3106,2007-11-01,24,MI
3107,2007-12-01,27,MI
3108,2008-01-01,24,MI
3109,2008-02-01,10,MI
3110,2008-03-01,20,MI
3111,2008-04-01,9,MI
3112,2008-05-01,6,MI
3113,2008-06-01,28,MI
3114,2008-07-01,21,MI
3115,2008-08-01,36,MI
3116,2008-09-01,21,MI
3117,2008-10-01,27,MI
3118,2008-11-01,23,MI
3119,2008-12-01,14,MI
3120,2009-01-01,25,MI
3121,2009-02-01,17,MI
3122,2009-03-01,40,MI
3123,2009-04-01,17,MI
3124,2009-05-01,34,MI
3125,2009-06-01,26,MI
3126,2009-07-01,13,MI
3127,2009-08-01,29,MI
3128,2009-09-01,22,MI
3129,2009-10-01,34,MI
3130,2009-11-01,31,MI
3131,2009-12-01,23,MI
3132,2010-01-01,41,MI
3133,2010-02-01,30,MI
3134,2010-03-01,41,MI
3135,2010-04-01,29,MI
3136,2010-05-01,38,MI
3137,2010-06-01,36,MI
3138,2010-07-01,27,MI
3139,2010-08-01,39,MI
3140,2010-09-01,46,MI
3141,2010-10-01,37,MI
3142,2010-11-01,36,MI
3143,2010-12-01,31,MI
3144,2011-01-01,35,MI
3145,2011-02-01,33,MI
3146,2011-03-01,46,MI
3147,2011-04-01,28,MI
3148,2011-05-01,34,MI
3149,2011-06-01,39,MI
3150,2011-07-01,32,MI
3151,2011-08-01,30,MI
3152,2011-09-01,28,MI
3153,2011-10-01,26,MI
3154,2011-11-01,28,MI
3155,2011-12-01,19,MI
3156,2012-01-01,27,MI
3157,2012-02-01,27,MI
3158,2012-03-01,28,MI
3159,2012-04-01,28,MI
3160,2012-05-01,33,MI
3161,2012-06-01,31,MI
3162,2012-07-01,43,MI
3163,2012-08-01,41,MI
3164,2012-09-01,29,MI
3165,2012-10-01,27,MI
3166,2012-11-01,22,MI
3167,2012-12-01,22,MI
3168,2013-01-01,42,MI
3169,2013-02-01,28,MI
3170,2013-03-01,23,MI
3171,2013-04-01,32,MI
3172,2013-05-01,31,MI
3173,2013-06-01,36,MI
3174,2013-07-01,41,MI
3175,2013-08-01,46,MI
3176,2013-09-01,32,MI
3177,2013-10-01,33,MI
3178,2013-11-01,29,MI
3179,2013-12-01,31,MI
3180,2014-01-01,38,MI
3181,2014-02-01,34,MI
3182,2014-03-01,39,MI
3183,2014-04-01,40,MI
3184,2014-05-01,30,MI
3185,2014-06-01,43,MI
3186,2014-07-01,38,MI
3187,2014-08-01,43,MI
3188,2014-09-01,38,MI
3189,2014-10-01,34,MI
3190,2014-11-01,30,MI
3191,2014-12-01,33,MI
3192,2015-01-01,43,MI
3193,2015-02-01,36,MI
3194,2015-03-01,39,MI
3195,2015-04-01,44,MI
3196,2015-05-01,49,MI
3197,2015-06-01,47,MI
3198,2015-07-01,41,MI
3199,2015-08-01,38,MI
3200,2015-09-01,33,MI
3201,2015-10-01,34,MI
3202,2015-11-01,29,MI
3203,2015-12-01,30,MI
3204,2016-01-01,37,MI
3205,2016-02-01,44,MI
3206,2016-03-01,36,MI
3207,2016-04-01,34,MI
3208,2016-05-01,37,MI
3209,2016-06-01,45,MI
3210,2016-07-01,39,MI
3211,2016-08-01,32,MI
3212,2016-09-01,33,MI
3213,2016-10-01,25,MI
3214,2016-11-01,34,MI
3215,2016-12-01,26,MI
3216,2017-01-01,41,MI
3217,2017-02-01,36,MI
3218,2017-03-01,33,MI
3219,2017-04-01,37,MI
3220,2017-05-01,36,MI
3221,2017-06-01,39,MI
3222,2017-07-01,42,MI
3223,2017-08-01,34,MI
3224,2017-09-01,32,MI
3225,2017-10-01,26,MI
3226,2017-11-01,27,MI
3227,2017-12-01,22,MI
3228,2018-01-01,34,MI
3229,2018-02-01,32,MI
3230,2018-03-01,36,MI
3231,2018-04-01,38,MI
3232,2018-05-01,34,MI
3233,2018-06-01,36,MI
3234,2018-07-01,38,MI
3235,2018-08-01,40,MI
3236,2018-09-01,33,MI
3237,2018-10-01,27,MI
3238,2018-11-01,26,MI
3239,2018-12-01,25,MI
3240,2019-01-01,26,MI
3241,2019-02-01,30,MI
3242,2019-03-01,28,MI
3243,2019-04-01,35,MI
3244,2019-05-01,37,MI
3245,2019-06-01,33,MI
3246,2019-07-01,36,MI
3247,2019-08-01,37,MI
3248,2019-09-01,35,MI
3249,2019-10-01,30,MI
3250,2019-11-01,23,MI
3251,2019-12-01,31,MI
3252,2020-01-01,32,MI
3253,2020-02-01,33,MI
3254,2020-03-01,26,MI
3255,2020-04-01,25,MI
3256,2020-05-01,31,MI
3257,2020-06-01,37,MI
3258,2020-07-01,40,MI
3259,2020-08-01,40,MI
3260,2020-09-01,35,MI
3261,2020-10-01,27,MI
3262,2020-11-01,29,MI
3263,2020-12-01,30,MI
3264,2004-01-01,85,NE
3265,2004-02-01,0,NE
3266,2004-03-01,0,NE
3267,2004-04-01,0,NE
3268,2004-05-01,0,NE
3269,2004-06-01,63,NE
3270,2004-07-01,0,NE
3271,2004-08-01,0,NE
3272,2004-09-01,61,NE
3273,2004-10-01,0,NE
3274,2004-11-01,0,NE
3275,2004-12-01,38,NE
3276,2005-01-01,31,NE
3277,2005-02-01,46,NE
3278,2005-03-01,75,NE
3279,2005-04-01,0,NE
3280,2005-05-01,45,NE
3281,2005-06-01,0,NE
3282,2005-07-01,0,NE
3283,2005-08-01,0,NE
3284,2005-09-01,0,NE
3285,2005-10-01,0,NE
3286,2005-11-01,0,NE
3287,2005-12-01,0,NE
3288,2006-01-01,0,NE
3289,2006-02-01,0,NE
3290,2006-03-01,71,NE
3291,2006-04-01,0,NE
3292,2006-05-01,20,NE
3293,2006-06-01,0,NE
3294,2006-07-01,100,NE
3295,2006-08-01,47,NE
3296,2006-09-01,16,NE
3297,2006-10-01,20,NE
3298,2006-11-01,0,NE
3299,2006-12-01,0,NE
3300,2007-01-01,0,NE
3301,2007-02-01,37,NE
3302,2007-03-01,13,NE
3303,2007-04-01,0,NE
3304,2007-05-01,0,NE
3305,2007-06-01,36,NE
3306,2007-07-01,14,NE
3307,2007-08-01,0,NE
3308,2007-09-01,40,NE
3309,2007-10-01,0,NE
3310,2007-11-01,0,NE
3311,2007-12-01,26,NE
3312,2008-01-01,17,NE
3313,2008-02-01,15,NE
3314,2008-03-01,0,NE
3315,2008-04-01,0,NE
3316,2008-05-01,0,NE
3317,2008-06-01,0,NE
3318,2008-07-01,23,NE
3319,2008-08-01,16,NE
3320,2008-09-01,0,NE
3321,2008-10-01,0,NE
3322,2008-11-01,12,NE
3323,2008-12-01,0,NE
3324,2009-01-01,18,NE
3325,2009-02-01,19,NE
3326,2009-03-01,11,NE
3327,2009-04-01,0,NE
3328,2009-05-01,17,NE
3329,2009-06-01,17,NE
3330,2009-07-01,0,NE
3331,2009-08-01,23,NE
3332,2009-09-01,0,NE
3333,2009-10-01,0,NE
3334,2009-11-01,0,NE
3335,2009-12-01,10,NE
3336,2010-01-01,0,NE
3337,2010-02-01,11,NE
3338,2010-03-01,8,NE
3339,2010-04-01,12,NE
3340,2010-05-01,21,NE
3341,2010-06-01,21,NE
3342,2010-07-01,29,NE
3343,2010-08-01,0,NE
3344,2010-09-01,23,NE
3345,2010-10-01,13,NE
3346,2010-11-01,0,NE
3347,2010-12-01,14,NE
3348,2011-01-01,14,NE
3349,2011-02-01,0,NE
3350,2011-03-01,0,NE
3351,2011-04-01,12,NE
3352,2011-05-01,0,NE
3353,2011-06-01,14,NE
3354,2011-07-01,5,NE
3355,2011-08-01,24,NE
3356,2011-09-01,10,NE
3357,2011-10-01,12,NE
3358,2011-11-01,8,NE
3359,2011-12-01,11,NE
3360,2012-01-01,12,NE
3361,2012-02-01,11,NE
3362,2012-03-01,13,NE
3363,2012-04-01,13,NE
3364,2012-05-01,0,NE
3365,2012-06-01,16,NE
3366,2012-07-01,7,NE
3367,2012-08-01,23,NE
3368,2012-09-01,18,NE
3369,2012-10-01,15,NE
3370,2012-11-01,0,NE
3371,2012-12-01,0,NE
3372,2013-01-01,4,NE
3373,2013-02-01,11,NE
3374,2013-03-01,12,NE
3375,2013-04-01,16,NE
3376,2013-05-01,6,NE
3377,2013-06-01,7,NE
3378,2013-07-01,17,NE
3379,2013-08-01,14,NE
3380,2013-09-01,16,NE
3381,2013-10-01,7,NE
3382,2013-11-01,0,NE
3383,2013-12-01,5,NE
3384,2014-01-01,13,NE
3385,2014-02-01,19,NE
3386,2014-03-01,14,NE
3387,2014-04-01,17,NE
3388,2014-05-01,14,NE
3389,2014-06-01,18,NE
3390,2014-07-01,20,NE
3391,2014-08-01,12,NE
3392,2014-09-01,12,NE
3393,2014-10-01,16,NE
3394,2014-11-01,14,NE
3395,2014-12-01,10,NE
3396,2015-01-01,15,NE
3397,2015-02-01,14,NE
3398,2015-03-01,18,NE
3399,2015-04-01,17,NE
3400,2015-05-01,15,NE
3401,2015-06-01,18,NE
3402,2015-07-01,17,NE
3403,2015-08-01,17,NE
3404,2015-09-01,17,NE
3405,2015-10-01,13,NE
3406,2015-11-01,9,NE
3407,2015-12-01,24,NE
3408,2016-01-01,15,NE
3409,2016-02-01,10,NE
3410,2016-03-01,4,NE
3411,2016-04-01,14,NE
3412,2016-05-01,12,NE
3413,2016-06-01,16,NE
3414,2016-07-01,15,NE
3415,2016-08-01,11,NE
3416,2016-09-01,11,NE
3417,2016-10-01,12,NE
3418,2016-11-01,8,NE
3419,2016-12-01,9,NE
3420,2017-01-01,12,NE
3421,2017-02-01,15,NE
3422,2017-03-01,14,NE
3423,2017-04-01,13,NE
3424,2017-05-01,11,NE
3425,2017-06-01,12,NE
3426,2017-07-01,15,NE
3427,2017-08-01,13,NE
3428,2017-09-01,7,NE
3429,2017-10-01,9,NE
3430,2017-11-01,14,NE
3431,2017-12-01,10,NE
3432,2018-01-01,11,NE
3433,2018-02-01,7,NE
3434,2018-03-01,14,NE
3435,2018-04-01,16,NE
3436,2018-05-01,22,NE
3437,2018-06-01,9,NE
3438,2018-07-01,19,NE
3439,2018-08-01,13,NE
3440,2018-09-01,7,NE
3441,2018-10-01,4,NE
3442,2018-11-01,8,NE
3443,2018-12-01,11,NE
3444,2019-01-01,18,NE
3445,2019-02-01,8,NE
3446,2019-03-01,11,NE
3447,2019-04-01,9,NE
3448,2019-05-01,16,NE
3449,2019-06-01,14,NE
3450,2019-07-01,18,NE
3451,2019-08-01,15,NE
3452,2019-09-01,5,NE
3453,2019-10-01,6,NE
3454,2019-11-01,8,NE
3455,2019-12-01,11,NE
3456,2020-01-01,12,NE
3457,2020-02-01,15,NE
3458,2020-03-01,10,NE
3459,2020-04-01,15,NE
3460,2020-05-01,17,NE
3461,2020-06-01,24,NE
3462,2020-07-01,13,NE
3463,2020-08-01,12,NE
3464,2020-09-01,7,NE
3465,2020-10-01,16,NE
3466,2020-11-01,4,NE
3467,2020-12-01,6,NE
3468,2004-01-01,26,VA
3469,2004-02-01,25,VA
3470,2004-03-01,0,VA
3471,2004-04-01,0,VA
3472,2004-05-01,0,VA
3473,2004-06-01,96,VA
3474,2004-07-01,0,VA
3475,2004-08-01,0,VA
3476,2004-09-01,0,VA
3477,2004-10-01,0,VA
3478,2004-11-01,0,VA
3479,2004-12-01,0,VA
3480,2005-01-01,22,VA
3481,2005-02-01,16,VA
3482,2005-03-01,30,VA
3483,2005-04-01,39,VA
3484,2005-05-01,28,VA
3485,2005-06-01,71,VA
3486,2005-07-01,77,VA
3487,2005-08-01,31,VA
3488,2005-09-01,33,VA
3489,2005-10-01,32,VA
3490,2005-11-01,0,VA
3491,2005-12-01,50,VA
3492,2006-01-01,18,VA
3493,2006-02-01,23,VA
3494,2006-03-01,44,VA
3495,2006-04-01,40,VA
3496,2006-05-01,41,VA
3497,2006-06-01,35,VA
3498,2006-07-01,62,VA
3499,2006-08-01,35,VA
3500,2006-09-01,23,VA
3501,2006-10-01,33,VA
3502,2006-11-01,46,VA
3503,2006-12-01,16,VA
3504,2007-01-01,26,VA
3505,2007-02-01,26,VA
3506,2007-03-01,33,VA
3507,2007-04-01,38,VA
3508,2007-05-01,12,VA
3509,2007-06-01,60,VA
3510,2007-07-01,37,VA
3511,2007-08-01,45,VA
3512,2007-09-01,37,VA
3513,2007-10-01,34,VA
3514,2007-11-01,27,VA
3515,2007-12-01,20,VA
3516,2008-01-01,24,VA
3517,2008-02-01,26,VA
3518,2008-03-01,34,VA
3519,2008-04-01,30,VA
3520,2008-05-01,34,VA
3521,2008-06-01,31,VA
3522,2008-07-01,31,VA
3523,2008-08-01,28,VA
3524,2008-09-01,27,VA
3525,2008-10-01,24,VA
3526,2008-11-01,20,VA
3527,2008-12-01,29,VA
3528,2009-01-01,29,VA
3529,2009-02-01,38,VA
3530,2009-03-01,32,VA
3531,2009-04-01,34,VA
3532,2009-05-01,26,VA
3533,2009-06-01,41,VA
3534,2009-07-01,32,VA
3535,2009-08-01,25,VA
3536,2009-09-01,27,VA
3537,2009-10-01,22,VA
3538,2009-11-01,24,VA
3539,2009-12-01,26,VA
3540,2010-01-01,29,VA
3541,2010-02-01,31,VA
3542,2010-03-01,40,VA
3543,2010-04-01,26,VA
3544,2010-05-01,29,VA
3545,2010-06-01,25,VA
3546,2010-07-01,28,VA
3547,2010-08-01,22,VA
3548,2010-09-01,22,VA
3549,2010-10-01,25,VA
3550,2010-11-01,26,VA
3551,2010-12-01,21,VA
3552,2011-01-01,60,VA
3553,2011-02-01,58,VA
3554,2011-03-01,38,VA
3555,2011-04-01,54,VA
3556,2011-05-01,57,VA
3557,2011-06-01,58,VA
3558,2011-07-01,46,VA
3559,2011-08-01,67,VA
3560,2011-09-01,45,VA
3561,2011-10-01,41,VA
3562,2011-11-01,38,VA
3563,2011-12-01,29,VA
3564,2012-01-01,45,VA
3565,2012-02-01,50,VA
3566,2012-03-01,53,VA
3567,2012-04-01,47,VA
3568,2012-05-01,45,VA
3569,2012-06-01,48,VA
3570,2012-07-01,51,VA
3571,2012-08-01,50,VA
3572,2012-09-01,35,VA
3573,2012-10-01,32,VA
3574,2012-11-01,39,VA
3575,2012-12-01,34,VA
3576,2013-01-01,43,VA
3577,2013-02-01,43,VA
3578,2013-03-01,43,VA
3579,2013-04-01,48,VA
3580,2013-05-01,55,VA
3581,2013-06-01,57,VA
3582,2013-07-01,66,VA
3583,2013-08-01,60,VA
3584,2013-09-01,54,VA
3585,2013-10-01,52,VA
3586,2013-11-01,38,VA
3587,2013-12-01,43,VA
3588,2014-01-01,59,VA
3589,2014-02-01,52,VA
3590,2014-03-01,50,VA
3591,2014-04-01,53,VA
3592,2014-05-01,61,VA
3593,2014-06-01,53,VA
3594,2014-07-01,42,VA
3595,2014-08-01,39,VA
3596,2014-09-01,34,VA
3597,2014-10-01,36,VA
3598,2014-11-01,33,VA
3599,2014-12-01,26,VA
3600,2015-01-01,35,VA
3601,2015-02-01,31,VA
3602,2015-03-01,34,VA
3603,2015-04-01,29,VA
3604,2015-05-01,28,VA
3605,2015-06-01,42,VA
3606,2015-07-01,63,VA
3607,2015-08-01,50,VA
3608,2015-09-01,40,VA
3609,2015-10-01,42,VA
3610,2015-11-01,43,VA
3611,2015-12-01,50,VA
3612,2016-01-01,63,VA
3613,2016-02-01,53,VA
3614,2016-03-01,64,VA
3615,2016-04-01,53,VA
3616,2016-05-01,60,VA
3617,2016-06-01,59,VA
3618,2016-07-01,62,VA
3619,2016-08-01,56,VA
3620,2016-09-01,48,VA
3621,2016-10-01,60,VA
3622,2016-11-01,62,VA
3623,2016-12-01,62,VA
3624,2017-01-01,62,VA
3625,2017-02-01,65,VA
3626,2017-03-01,64,VA
3627,2017-04-01,78,VA
3628,2017-05-01,87,VA
3629,2017-06-01,97,VA
3630,2017-07-01,100,VA
3631,2017-08-01,87,VA
3632,2017-09-01,51,VA
3633,2017-10-01,56,VA
3634,2017-11-01,45,VA
3635,2017-12-01,49,VA
3636,2018-01-01,59,VA
3637,2018-02-01,57,VA
3638,2018-03-01,56,VA
3639,2018-04-01,56,VA
3640,2018-05-01,57,VA
3641,2018-06-01,66,VA
3642,2018-07-01,62,VA
3643,2018-08-01,54,VA
3644,2018-09-01,53,VA
3645,2018-10-01,63,VA
3646,2018-11-01,42,VA
3647,2018-12-01,54,VA
3648,2019-01-01,58,VA
3649,2019-02-01,54,VA
3650,2019-03-01,60,VA
3651,2019-04-01,66,VA
3652,2019-05-01,64,VA
3653,2019-06-01,64,VA
3654,2019-07-01,58,VA
3655,2019-08-01,59,VA
3656,2019-09-01,54,VA
3657,2019-10-01,46,VA
3658,2019-11-01,42,VA
3659,2019-12-01,37,VA
3660,2020-01-01,56,VA
3661,2020-02-01,52,VA
3662,2020-03-01,46,VA
3663,2020-04-01,47,VA
3664,2020-05-01,54,VA
3665,2020-06-01,64,VA
3666,2020-07-01,60,VA
3667,2020-08-01,57,VA
3668,2020-09-01,47,VA
3669,2020-10-01,52,VA
3670,2020-11-01,47,VA
3671,2020-12-01,44,VA
3672,2004-01-01,45,CA
3673,2004-02-01,19,CA
3674,2004-03-01,44,CA
3675,2004-04-01,40,CA
3676,2004-05-01,51,CA
3677,2004-06-01,50,CA
3678,2004-07-01,47,CA
3679,2004-08-01,44,CA
3680,2004-09-01,31,CA
3681,2004-10-01,30,CA
3682,2004-11-01,41,CA
3683,2004-12-01,33,CA
3684,2005-01-01,29,CA
3685,2005-02-01,52,CA
3686,2005-03-01,38,CA
3687,2005-04-01,56,CA
3688,2005-05-01,37,CA
3689,2005-06-01,40,CA
3690,2005-07-01,60,CA
3691,2005-08-01,52,CA
3692,2005-09-01,39,CA
3693,2005-10-01,43,CA
3694,2005-11-01,35,CA
3695,2005-12-01,37,CA
3696,2006-01-01,42,CA
3697,2006-02-01,49,CA
3698,2006-03-01,45,CA
3699,2006-04-01,42,CA
3700,2006-05-01,40,CA
3701,2006-06-01,58,CA
3702,2006-07-01,55,CA
3703,2006-08-01,57,CA
3704,2006-09-01,42,CA
3705,2006-10-01,36,CA
3706,2006-11-01,30,CA
3707,2006-12-01,28,CA
3708,2007-01-01,44,CA
3709,2007-02-01,38,CA
3710,2007-03-01,43,CA
3711,2007-04-01,40,CA
3712,2007-05-01,49,CA
3713,2007-06-01,47,CA
3714,2007-07-01,50,CA
3715,2007-08-01,48,CA
3716,2007-09-01,40,CA
3717,2007-10-01,39,CA
3718,2007-11-01,34,CA
3719,2007-12-01,36,CA
3720,2008-01-01,51,CA
3721,2008-02-01,35,CA
3722,2008-03-01,42,CA
3723,2008-04-01,37,CA
3724,2008-05-01,36,CA
3725,2008-06-01,47,CA
3726,2008-07-01,47,CA
3727,2008-08-01,38,CA
3728,2008-09-01,38,CA
3729,2008-10-01,25,CA
3730,2008-11-01,31,CA
3731,2008-12-01,26,CA
3732,2009-01-01,38,CA
3733,2009-02-01,35,CA
3734,2009-03-01,38,CA
3735,2009-04-01,37,CA
3736,2009-05-01,38,CA
3737,2009-06-01,41,CA
3738,2009-07-01,48,CA
3739,2009-08-01,41,CA
3740,2009-09-01,32,CA
3741,2009-10-01,32,CA
3742,2009-11-01,27,CA
3743,2009-12-01,25,CA
3744,2010-01-01,38,CA
3745,2010-02-01,34,CA
3746,2010-03-01,37,CA
3747,2010-04-01,37,CA
3748,2010-05-01,41,CA
3749,2010-06-01,40,CA
3750,2010-07-01,34,CA
3751,2010-08-01,34,CA
3752,2010-09-01,33,CA
3753,2010-10-01,30,CA
3754,2010-11-01,29,CA
3755,2010-12-01,27,CA
3756,2011-01-01,59,CA
3757,2011-02-01,47,CA
3758,2011-03-01,47,CA
3759,2011-04-01,54,CA
3760,2011-05-01,53,CA
3761,2011-06-01,58,CA
3762,2011-07-01,56,CA
3763,2011-08-01,54,CA
3764,2011-09-01,45,CA
3765,2011-10-01,43,CA
3766,2011-11-01,38,CA
3767,2011-12-01,40,CA
3768,2012-01-01,51,CA
3769,2012-02-01,51,CA
3770,2012-03-01,47,CA
